Plate,Well,Buffer,Temperature,Time_Factor,Time_Cont,Extraction,Technical_rep,PCR_rep,qs_conc_pg/mL,qs_conc_adjusted,Eamc_sample,Cq_sample,No_standard,Eamc_standard,Cq_standard,No_sample_ng/ul,No_sample_pg/mL
6 eDNA Pres I,D6,Frozen,-80,2 weeks,2,Kit,4,9,34056.27236,34056.27236,1.734,27.845,1.14,1.785,22.548,0.119151196,119151.1958
1 eDNA Pres I,E4,Frozen,-20,2 weeks,2,Kit,1,1,48625.44313,48625.44313,1.812,27.703,1.14,1.819,22.686,0.063087813,63087.81261
1 eDNA Pres I,E5,Frozen,-20,2 weeks,2,Kit,1,2,50899.72541,50899.72541,1.802,27.613,1.14,1.819,22.686,0.077068625,77068.6248
1 eDNA Pres I,E6,Frozen,-20,2 weeks,2,Kit,1,3,52571.30414,52571.30414,1.805,27.561,1.14,1.819,22.686,0.076061315,76061.31537
1 eDNA Pres I,E7,Frozen,-20,2 weeks,2,Kit,1,4,49132.05653,49132.05653,1.809,27.665,1.14,1.819,22.686,0.067830527,67830.52736
1 eDNA Pres I,E8,Frozen,-20,2 weeks,2,Kit,1,5,48076.63709,48076.63709,1.78,27.649,1.14,1.819,22.686,0.106348139,106348.1386
1 eDNA Pres I,E9,Frozen,-20,2 weeks,2,Kit,1,6,48960.07478,48960.07478,1.818,27.677,1.14,1.819,22.686,0.058350726,58350.72613
1 eDNA Pres I,E10,Frozen,-20,2 weeks,2,Kit,1,7,47919.39259,47919.39259,1.807,27.692,1.14,1.819,22.686,0.068047527,68047.52658
1 eDNA Pres I,E11,Frozen,-20,2 weeks,2,Kit,1,8,53851.96954,53851.96954,1.808,27.509,1.14,1.819,22.686,0.075373163,75373.16343
1 eDNA Pres I,F11,Frozen,-20,2 weeks,2,Kit,1,9,49903.81002,49903.81002,1.803,27.629,1.14,1.819,22.686,0.075581603,75581.6028
2 eDNA Pres I,A7,Frozen,-20,2 weeks,2,Kit,2,1,63342.11677,63342.11677,1.808,27.228,1.14,1.813,22.66,0.081296713,81296.71269
2 eDNA Pres I,A8,Frozen,-20,2 weeks,2,Kit,2,2,69027.14074,69027.14074,1.85,27.123,1.14,1.813,22.66,0.046238021,46238.02115
2 eDNA Pres I,A9,Frozen,-20,2 weeks,2,Kit,2,3,71167.34982,71167.34982,1.816,27.042,1.14,1.813,22.66,0.080871774,80871.77432
2 eDNA Pres I,A10,Frozen,-20,2 weeks,2,Kit,2,4,74429.08734,74429.08734,1.818,26.989,1.14,1.813,22.66,0.080183329,80183.32933
2 eDNA Pres I,A11,Frozen,-20,2 weeks,2,Kit,2,5,73143.53436,73143.53436,1.782,26.951,1.14,1.813,22.66,0.141417284,141417.284
2 eDNA Pres I,A12,Frozen,-20,2 weeks,2,Kit,2,6,77861.08553,77861.08553,1.893,27.062,1.14,1.813,22.66,0.025979398,25979.3979
2 eDNA Pres I,B10,Frozen,-20,2 weeks,2,Kit,2,7,79268.89509,79268.89509,1.813,26.876,1.14,1.813,22.66,0.092789687,92789.6869
2 eDNA Pres I,B8,Frozen,-20,2 weeks,2,Kit,2,8,71167.51373,71167.51373,1.809,26.995,1.14,1.813,22.66,0.09175822,91758.21991
2 eDNA Pres I,B9,Frozen,-20,2 weeks,2,Kit,2,9,72728.2986,72728.2986,1.811,26.994,1.14,1.813,22.66,0.089114514,89114.51429
2 eDNA Pres I,H3,Frozen,-20,2 weeks,2,Kit,3,1,29568.11711,29568.11711,1.772,28.434,1.14,1.813,22.66,0.070782335,70782.33504
2 eDNA Pres I,H4,Frozen,-20,2 weeks,2,Kit,3,2,32472.57322,32472.57322,1.765,28.245,1.14,1.813,22.66,0.087146998,87146.99832
2 eDNA Pres I,H5,Frozen,-20,2 weeks,2,Kit,3,3,33376.29139,33376.29139,1.765,28.216,1.14,1.813,22.66,0.089287915,89287.91533
2 eDNA Pres I,H6,Frozen,-20,2 weeks,2,Kit,3,4,30875.10727,30875.10727,1.738,28.294,1.14,1.813,22.66,0.132518803,132518.8034
2 eDNA Pres I,H7,Frozen,-20,2 weeks,2,Kit,3,5,35226.02841,35226.02841,1.731,28.048,1.14,1.813,22.66,0.168963205,168963.2046
2 eDNA Pres I,H8,Frozen,-20,2 weeks,2,Kit,3,6,35070.28148,35070.28148,1.746,28.068,1.14,1.813,22.66,0.131762061,131762.0611
Plate 56_eDNA reps J,H1,Frozen,-20,2 weeks,2,Kit,3,7,25682.4065,25682.4065,1.798,28.309,1.14,1.827,22.349,0.049541564,49541.56372
Plate 56_eDNA reps J,H2,Frozen,-20,2 weeks,2,Kit,3,8,25086.27437,25086.27437,1.797,28.314,1.14,1.827,22.349,0.050209118,50209.11753
Plate 56_eDNA reps J,H3,Frozen,-20,2 weeks,2,Kit,3,9,26215.53279,26215.53279,1.774,28.204,1.14,1.827,22.349,0.076570581,76570.58136
6 eDNA Pres I,F1,Frozen,-20,2 weeks,2,Kit,4,1,22110.5013,22110.5013,1.838,28.644,1.14,1.785,22.548,0.014322271,14322.27068
6 eDNA Pres I,F2,Frozen,-20,2 weeks,2,Kit,4,2,22786.2522,22786.2522,1.818,28.51,1.14,1.785,22.548,0.021483762,21483.76241
Plate 56_eDNA reps J,H4,Frozen,-20,2 weeks,2,Kit,4,3,24327.79968,24327.79968,1.762,28.293,1.14,1.827,22.349,0.088353622,88353.62218
Plate 56_eDNA reps J,H5,Frozen,-20,2 weeks,2,Kit,4,4,24646.23749,24646.23749,1.807,28.352,1.14,1.827,22.349,0.041598795,41598.79515
Plate 56_eDNA reps J,H6,Frozen,-20,2 weeks,2,Kit,4,5,24436.07897,24436.07897,1.732,28.209,1.14,1.827,22.349,0.15007037,150070.3697
Plate 56_eDNA reps J,H7,Frozen,-20,2 weeks,2,Kit,4,6,23628.4174,23628.4174,1.807,28.367,1.14,1.827,22.349,0.041743973,41743.97256
Plate 56_eDNA reps J,H8,Frozen,-20,2 weeks,2,Kit,4,7,24597.96891,24597.96891,1.804,28.329,1.14,1.827,22.349,0.044271808,44271.80828
Plate 56_eDNA reps J,H9,Frozen,-20,2 weeks,2,Kit,4,8,25262.39306,25262.39306,1.805,28.314,1.14,1.827,22.349,0.044164992,44164.99231
Plate 56_eDNA reps J,F12,Frozen,-20,2 weeks,2,Kit,4,,36611.15095,36611.15095,1.81,28.272,1.14,1.827,22.349,0.041819208,41819.20759
3 eDNA Pres_LM_Troubleshooting,E4,Longmires,4,2 weeks,2,PCI,1,1,113.27725,2265.545,1.812,37.951,1.14,1.822,22.359,0.00012218,122.180344
3 eDNA Pres_LM_Troubleshooting,E5,Longmires,4,2 weeks,2,PCI,1,2,437.09,8741.8,1.886,35.751,1.14,1.822,22.359,0.000107181,107.1813484
3 eDNA Pres_LM_Troubleshooting,E6,Longmires,4,2 weeks,2,PCI,1,3,359.20105,7184.021,1.855,36.117,1.14,1.822,22.359,0.000156111,156.1107777
5 eDNA Pres_LM_1:10,A4,Longmires,4,2 weeks,2,PCI,1,4,na,na,na,na,1.14,1.716,22.104,#VALUE!,na
5 eDNA Pres_LM_1:10,A5,Longmires,4,2 weeks,2,PCI,1,5,na,na,na,na,1.14,1.716,22.104,#VALUE!,na
5 eDNA Pres_LM_1:10,A6,Longmires,4,2 weeks,2,PCI,1,6,107.8675,2157.35,1.81,38.994,1.14,1.716,22.104,1.54E-05,15.43616598
5 eDNA Pres_LM_1:10,B4,Longmires,4,2 weeks,2,PCI,1,7,262.89208,5257.8416,1.892,37.432,1.14,1.716,22.104,7.49E-06,7.489498022
5 eDNA Pres_LM_1:10,B5,Longmires,4,2 weeks,2,PCI,1,8,836.81522,16736.3044,1.832,35.333,1.14,1.716,22.104,8.86E-05,88.55607262
5 eDNA Pres_LM_1:10,B6,Longmires,4,2 weeks,2,PCI,1,9,434.72883,8694.5766,1.861,36.522,1.14,1.716,22.104,2.45E-05,24.45591672
5 eDNA Pres_LM_1:10,A7,Longmires,4,2 weeks,2,PCI,2,1,187.21346,3744.2692,1.804,37.992,1.14,1.716,22.104,3.23E-05,32.30450159
5 eDNA Pres_LM_1:10,A8,Longmires,4,2 weeks,2,PCI,2,2,193.8169,3876.338,1.874,38.003,1.14,1.716,22.104,7.44E-06,7.437829753
5 eDNA Pres_LM_1:10,A9,Longmires,4,2 weeks,2,PCI,2,3,985.60844,19712.1688,1.845,35.087,1.14,1.716,22.104,8.04E-05,80.36799793
5 eDNA Pres_LM_1:10,A10,Longmires,4,2 weeks,2,PCI,2,4,346.95311,6939.0622,1.866,36.97,1.14,1.716,22.104,1.67E-05,16.70226096
5 eDNA Pres_LM_1:10,A11,Longmires,4,2 weeks,2,PCI,2,5,458.5573,9171.146,1.859,36.435,1.14,1.716,22.104,2.68E-05,26.8044201
5 eDNA Pres_LM_1:10,A12,Longmires,4,2 weeks,2,PCI,2,6,547.03589,10940.7178,1.879,36.185,1.14,1.716,22.104,2.12E-05,21.23955471
5 eDNA Pres_LM_1:10,B8,Longmires,4,2 weeks,2,PCI,2,7,771.74592,15434.9184,1.838,35.457,1.14,1.716,22.104,7.40E-05,73.97032605
5 eDNA Pres_LM_1:10,B9,Longmires,4,2 weeks,2,PCI,2,8,277.22938,5544.5876,1.844,37.316,1.14,1.716,22.104,2.09E-05,20.86121047
5 eDNA Pres_LM_1:10,B10,Longmires,4,2 weeks,2,PCI,2,9,597.73255,11954.651,1.821,35.948,1.14,1.716,22.104,7.63E-05,76.2822965
5 eDNA Pres_LM_1:10,C7,Longmires,4,2 weeks,2,PCI,3,1,472.03019,9440.6038,1.842,36.363,1.14,1.716,22.104,3.94E-05,39.37074829
5 eDNA Pres_LM_1:10,C8,Longmires,4,2 weeks,2,PCI,3,2,407.17181,8143.4362,1.837,36.622,1.14,1.716,22.104,3.72E-05,37.20750547
5 eDNA Pres_LM_1:10,D7,Longmires,4,2 weeks,2,PCI,3,3,798.44717,15968.9434,1.842,35.421,1.14,1.716,22.104,6.99E-05,69.89400842
5 eDNA Pres_LM_1:10,E7,Longmires,4,2 weeks,2,PCI,3,4,441.80013,8836.0026,1.821,36.458,1.14,1.716,22.104,5.62E-05,56.20634702
5 eDNA Pres_LM_1:10,F7,Longmires,4,2 weeks,2,PCI,3,5,581.85053,11637.0106,1.842,35.992,1.14,1.716,22.104,4.91E-05,49.1133103
5 eDNA Pres_LM_1:10,G5,Longmires,4,2 weeks,2,PCI,3,6,335.83195,6716.639,1.847,37.014,1.14,1.716,22.104,2.39E-05,23.93231463
5 eDNA Pres_LM_1:10,G6,Longmires,4,2 weeks,2,PCI,3,7,581.53039,11630.6078,1.833,35.995,1.14,1.716,22.104,5.86E-05,58.60962331
5 eDNA Pres_LM_1:10,G7,Longmires,4,2 weeks,2,PCI,3,8,475.10385,9502.077,1.872,36.365,1.14,1.716,22.104,2.20E-05,21.95539359
5 eDNA Pres_LM_1:10,H7,Longmires,4,2 weeks,2,PCI,3,9,474.77332,9495.4664,1.837,36.335,1.14,1.716,22.104,4.43E-05,44.29472073
Plate 55_eDNA reps J,C12,Longmires,4,2 weeks,2,PCI,4,1,109.86406,2197.2812,1.871,37.156,1.14,1.8,22.457,4.78E-05,47.78955445
Plate 55_eDNA reps J,D11,Longmires,4,2 weeks,2,PCI,4,2,110.17858,2203.5716,1.83,37.076,1.14,1.8,22.457,0.00011373,113.7299686
Plate 55_eDNA reps J,D12,Longmires,4,2 weeks,2,PCI,4,3,203.64423,4072.8846,1.846,36.122,1.14,1.8,22.457,0.000149159,149.1588098
Plate 55_eDNA reps J,E11,Longmires,4,2 weeks,2,PCI,4,4,236.88984,4737.7968,1.788,35.795,1.14,1.8,22.457,0.000575326,575.326305
Plate 55_eDNA reps J,E12,Longmires,4,2 weeks,2,PCI,4,5,154.43683,3088.7366,1.916,36.623,1.14,1.8,22.457,2.80E-05,27.9565045
Plate 55_eDNA reps J,F11,Longmires,4,2 weeks,2,PCI,4,6,122.84778,2456.9556,1.809,36.884,1.14,1.8,22.457,0.000198669,198.6686351
Plate 55_eDNA reps J,F12,Longmires,4,2 weeks,2,PCI,4,7,265.52385,5310.477,1.893,35.716,1.14,1.8,22.457,7.83E-05,78.26136535
Plate 55_eDNA reps J,G11,Longmires,4,2 weeks,2,PCI,4,8,205.81941,4116.3882,1.818,36.036,1.14,1.8,22.457,0.000270874,270.8740885
Plate 55_eDNA reps J,G12,Longmires,4,2 weeks,2,PCI,4,9,270.65532,5413.1064,1.943,35.748,1.14,1.8,22.457,3.02E-05,30.19554564
3 eDNA Pres_LM_Troubleshooting,C10,Longmires,RT,2 weeks,2,PCI,1,1,163.30057,3266.0114,1.865,37.373,1.14,1.822,22.359,5.82E-05,58.18381741
3 eDNA Pres_LM_Troubleshooting,D10,Longmires,RT,2 weeks,2,PCI,1,2,111.00963,2220.1926,1.826,38.011,1.14,1.822,22.359,8.76E-05,87.58078901
3 eDNA Pres_LM_Troubleshooting,E10,Longmires,RT,2 weeks,2,PCI,1,3,273.40581,5468.1162,1.872,36.513,1.14,1.822,22.359,8.76E-05,87.6036294
5 eDNA Pres_LM_1:10,C4,Longmires,RT,2 weeks,2,PCI,1,4,316.9197,6338.394,1.831,37.077,1.14,1.716,22.104,3.18E-05,31.82620881
5 eDNA Pres_LM_1:10,C5,Longmires,RT,2 weeks,2,PCI,1,5,392.41344,7848.2688,1.872,36.707,1.14,1.716,22.104,1.76E-05,17.61748302
5 eDNA Pres_LM_1:10,C6,Longmires,RT,2 weeks,2,PCI,1,6,317.01199,6340.2398,1.834,37.078,1.14,1.716,22.104,3.01E-05,30.07772624
5 eDNA Pres_LM_1:10,D4,Longmires,RT,2 weeks,2,PCI,1,7,407.27033,8145.4066,1.859,36.643,1.14,1.716,22.104,2.36E-05,23.60796383
5 eDNA Pres_LM_1:10,D5,Longmires,RT,2 weeks,2,PCI,1,8,556.0912,11121.824,1.812,36.048,1.14,1.716,22.104,8.54E-05,85.42336933
5 eDNA Pres_LM_1:10,D6,Longmires,RT,2 weeks,2,PCI,1,9,390.30073,7806.0146,1.83,36.668,1.14,1.716,22.104,4.15E-05,41.53963556
4 eDNA Pres_LM_Troubleshooting,A10,Longmires,RT,2 weeks,2,PCI,2,1,695.4759,13909.518,1.823,35.277,1.14,1.818,22.232,0.000424142,424.1421299
4 eDNA Pres_LM_Troubleshooting,A11,Longmires,RT,2 weeks,2,PCI,2,2,357.21934,7144.3868,1.927,36.54,1.14,1.818,22.232,2.60E-05,26.04212262
4 eDNA Pres_LM_Troubleshooting,A12,Longmires,RT,2 weeks,2,PCI,2,3,793.88783,15877.7566,1.878,35.193,1.14,1.818,22.232,0.000157903,157.9032064
5 eDNA Pres_LM_1:10,E4,Longmires,RT,2 weeks,2,PCI,2,4,445.83352,8916.6704,1.823,36.387,1.14,1.716,22.104,5.63E-05,56.32151409
5 eDNA Pres_LM_1:10,E5,Longmires,RT,2 weeks,2,PCI,2,5,470.98516,9419.7032,1.823,36.336,1.14,1.716,22.104,5.81E-05,58.06981915
5 eDNA Pres_LM_1:10,E6,Longmires,RT,2 weeks,2,PCI,2,6,407.56259,8151.2518,1.837,36.57,1.14,1.716,22.104,3.85E-05,38.49534599
5 eDNA Pres_LM_1:10,F4,Longmires,RT,2 weeks,2,PCI,2,7,248.96872,4979.3744,1.849,37.515,1.14,1.716,22.104,1.68E-05,16.8251437
5 eDNA Pres_LM_1:10,F5,Longmires,RT,2 weeks,2,PCI,2,8,572.91659,11458.3318,1.813,35.999,1.14,1.716,22.104,8.70E-05,87.01012091
5 eDNA Pres_LM_1:10,F6,Longmires,RT,2 weeks,2,PCI,2,9,590.10694,11802.1388,1.749,35.844,1.14,1.716,22.104,0.00034478,344.7797336
Plate 55_eDNA reps J,B8,Longmires,RT,2 weeks,2,PCI,3,1,375.97047,7519.4094,1.843,35.125,1.14,1.8,22.457,0.000288327,288.326681
Plate 55_eDNA reps J,B9,Longmires,RT,2 weeks,2,PCI,3,2,334.12123,6682.4246,1.877,35.339,1.14,1.8,22.457,0.000134668,134.6676264
Plate 55_eDNA reps J,B10,Longmires,RT,2 weeks,2,PCI,3,3,342.92866,6858.5732,1.856,35.272,1.14,1.8,22.457,0.000205989,205.9888116
Plate 55_eDNA reps J,B11,Longmires,RT,2 weeks,2,PCI,3,4,350.39685,7007.937,1.926,35.321,1.14,1.8,22.457,5.47E-05,54.70554953
Plate 55_eDNA reps J,B12,Longmires,RT,2 weeks,2,PCI,3,5,420.55448,8411.0896,1.843,35.027,1.14,1.8,22.457,0.00031017,310.1700278
Plate 55_eDNA reps J,C8,Longmires,RT,2 weeks,2,PCI,3,6,421.91282,8438.2564,1.769,34.855,1.14,1.8,22.457,0.001423093,1423.092622
Plate 55_eDNA reps J,C9,Longmires,RT,2 weeks,2,PCI,3,7,412.6369,8252.738,1.829,34.968,1.14,1.8,22.457,0.000421038,421.0384191
Plate 55_eDNA reps J,C10,Longmires,RT,2 weeks,2,PCI,3,8,250.11261,5002.2522,1.885,35.821,1.14,1.8,22.457,8.45E-05,84.45939776
Plate 55_eDNA reps J,C11,Longmires,RT,2 weeks,2,PCI,3,9,307.27853,6145.5706,1.838,35.401,1.14,1.8,22.457,0.000269612,269.6122669
Plate 55_eDNA reps J,G9,Longmires,RT,2 weeks,2,PCI,4,1,353.25281,7065.0562,1.837,35.198,1.14,1.8,22.457,0.000312747,312.7472029
Plate 55_eDNA reps J,G10,Longmires,RT,2 weeks,2,PCI,4,2,424.35015,8487.003,1.786,34.826,1.14,1.8,22.457,0.001042658,1042.657762
Plate 55_eDNA reps J,H8,Longmires,RT,2 weeks,2,PCI,4,3,136.42674,2728.5348,1.853,36.745,1.14,1.8,22.457,8.90E-05,88.95114003
Plate 55_eDNA reps J,H9,Longmires,RT,2 weeks,2,PCI,4,4,87.34059,1746.8118,1.824,37.4,1.14,1.8,22.457,0.000107055,107.0546196
Plate 56_eDNA reps J,F1,Longmires,RT,2 weeks,2,PCI,4,5,283.11496,5662.2992,1.804,35.444,1.14,1.827,22.349,0.000661991,661.9906652
Plate 56_eDNA reps J,F2,Longmires,RT,2 weeks,2,PCI,4,6,145.19355,2903.871,1.838,36.533,1.14,1.827,22.349,0.000177057,177.0568524
Plate 56_eDNA reps J,F3,Longmires,RT,2 weeks,2,PCI,4,7,229.98698,4599.7396,1.792,35.827,1.14,1.827,22.349,0.000669677,669.676768
Plate 56_eDNA reps J,G2,Longmires,RT,2 weeks,2,PCI,4,8,220.04599,4400.9198,1.802,35.854,1.14,1.827,22.349,0.000547399,547.3992476
Plate 56_eDNA reps J,G3,Longmires,RT,2 weeks,2,PCI,4,9,264.51089,5290.2178,1.836,35.585,1.14,1.827,22.349,0.000330246,330.246151
4 eDNA Pres_LM_Troubleshooting,D11,Ethanol,-20,1 month,4,Kit,1,1,27498.59914,27498.59914,1.819,28.853,1.14,1.818,22.232,0.021532882,21532.88193
4 eDNA Pres_LM_Troubleshooting,D12,Ethanol,-20,1 month,4,Kit,1,2,26250.49651,26250.49651,1.884,29.009,1.14,1.818,22.232,0.00706071,7060.710028
4 eDNA Pres_LM_Troubleshooting,E11,Ethanol,-20,1 month,4,Kit,1,3,25958.80441,25958.80441,1.804,28.909,1.14,1.818,22.232,0.026161969,26161.96881
4 eDNA Pres_LM_Troubleshooting,E12,Ethanol,-20,1 month,4,Kit,1,4,28074.84567,28074.84567,1.841,28.874,1.14,1.818,22.232,0.01503562,15035.62049
4 eDNA Pres_LM_Troubleshooting,F11,Ethanol,-20,1 month,4,Kit,1,5,28323.60938,28323.60938,1.787,28.711,1.14,1.818,22.232,0.038609259,38609.2586
4 eDNA Pres_LM_Troubleshooting,F12,Ethanol,-20,1 month,4,Kit,1,6,28233.45922,28233.45922,1.859,28.816,1.14,1.818,22.232,0.011697497,11697.49718
4 eDNA Pres_LM_Troubleshooting,G11,Ethanol,-20,1 month,4,Kit,1,7,29740.38385,29740.38385,1.876,28.788,1.14,1.818,22.232,0.009192091,9192.091148
4 eDNA Pres_LM_Troubleshooting,G12,Ethanol,-20,1 month,4,Kit,1,8,27854.95296,27854.95296,1.839,28.853,1.14,1.818,22.232,0.015548972,15548.97247
4 eDNA Pres_LM_Troubleshooting,H9,Ethanol,-20,1 month,4,Kit,1,9,24586.36463,24586.36463,1.748,28.828,1.14,1.818,22.232,0.068906371,68906.37111
6 eDNA Pres I,H1,Ethanol,-20,1 month,4,Kit,2,1,42023.42033,42023.42033,1.804,27.614,1.14,1.785,22.548,0.04537061,45370.60979
6 eDNA Pres I,H2,Ethanol,-20,1 month,4,Kit,2,2,44054.30704,44054.30704,1.804,27.471,1.14,1.785,22.548,0.049198244,49198.24422
6 eDNA Pres I,H3,Ethanol,-20,1 month,4,Kit,2,3,46605.86268,46605.86268,1.802,27.404,1.14,1.785,22.548,0.053062025,53062.02486
6 eDNA Pres I,H4,Ethanol,-20,1 month,4,Kit,2,4,42910.12138,42910.12138,1.834,27.547,1.14,1.785,22.548,0.029893257,29893.25672
6 eDNA Pres I,H5,Ethanol,-20,1 month,4,Kit,2,5,43593.97292,43593.97292,1.775,27.475,1.14,1.785,22.548,0.07650556,76505.5602
6 eDNA Pres I,H6,Ethanol,-20,1 month,4,Kit,2,6,43951.29532,43951.29532,1.792,27.436,1.14,1.785,22.548,0.060231306,60231.30587
6 eDNA Pres I,H7,Ethanol,-20,1 month,4,Kit,2,7,41622.6685,41622.6685,1.765,27.499,1.14,1.785,22.548,0.088759108,88759.10833
6 eDNA Pres I,H8,Ethanol,-20,1 month,4,Kit,2,8,46048.08241,46048.08241,1.834,27.444,1.14,1.785,22.548,0.031733672,31733.67214
6 eDNA Pres I,H9,Ethanol,-20,1 month,4,Kit,2,9,40906.61183,40906.61183,1.797,27.6,1.14,1.785,22.548,0.051036135,51036.13515
7 eDNA Pres I,B12,Ethanol,-20,1 month,4,Kit,3,1,29383.60348,29383.60348,1.837,27.968,1.14,1.821,22.334,0.030685619,30685.61882
7 eDNA Pres I,C12,Ethanol,-20,1 month,4,Kit,3,2,32154.26952,32154.26952,1.822,27.845,1.14,1.821,22.334,0.041436944,41436.94355
7 eDNA Pres I,D12,Ethanol,-20,1 month,4,Kit,3,3,32706.53635,32706.53635,1.803,27.737,1.14,1.821,22.334,0.059285973,59285.97287
7 eDNA Pres I,E11,Ethanol,-20,1 month,4,Kit,3,4,30456.60444,30456.60444,1.826,27.916,1.14,1.821,22.334,0.036945956,36945.95602
7 eDNA Pres I,E12,Ethanol,-20,1 month,4,Kit,3,5,33817.38067,33817.38067,1.853,27.778,1.14,1.821,22.334,0.026957501,26957.50071
7 eDNA Pres I,F11,Ethanol,-20,1 month,4,Kit,3,6,31071.404,31071.404,1.826,27.89,1.14,1.821,22.334,0.037866215,37866.21508
7 eDNA Pres I,F12,Ethanol,-20,1 month,4,Kit,3,7,31785.97614,31785.97614,1.821,27.858,1.14,1.821,22.334,0.04168433,41684.33001
7 eDNA Pres I,G11,Ethanol,-20,1 month,4,Kit,3,8,27531.9647,27531.9647,1.828,28.027,1.14,1.821,22.334,0.033654656,33654.65612
7 eDNA Pres I,G12,Ethanol,-20,1 month,4,Kit,3,9,32246.22458,32246.22458,1.824,27.873,1.14,1.821,22.334,0.039568459,39568.459
7 eDNA Pres I,B8,Ethanol,-20,1 month,4,Kit,4,1,26430.77821,26430.77821,1.835,28.095,1.14,1.821,22.334,0.029234564,29234.56389
7 eDNA Pres I,B9,Ethanol,-20,1 month,4,Kit,4,2,28235.58263,28235.58263,1.813,27.985,1.14,1.821,22.334,0.043423632,43423.63232
7 eDNA Pres I,B10,Ethanol,-20,1 month,4,Kit,4,3,28457.86139,28457.86139,1.823,27.985,1.14,1.821,22.334,0.03739794,37397.94018
7 eDNA Pres I,B11,Ethanol,-20,1 month,4,Kit,4,4,29750.35459,29750.35459,1.853,27.97,1.14,1.821,22.334,0.024073312,24073.31234
7 eDNA Pres I,C8,Ethanol,-20,1 month,4,Kit,4,5,28341.48705,28341.48705,1.822,27.98,1.14,1.821,22.334,0.038036152,38036.15216
7 eDNA Pres I,C9,Ethanol,-20,1 month,4,Kit,4,6,27250.22845,27250.22845,1.814,28.021,1.14,1.821,22.334,0.042207253,42207.253
7 eDNA Pres I,C10,Ethanol,-20,1 month,4,Kit,4,7,30511.99205,30511.99205,1.827,27.904,1.14,1.821,22.334,0.036699765,36699.76515
7 eDNA Pres I,C11,Ethanol,-20,1 month,4,Kit,4,8,29632.93716,29632.93716,1.84,27.951,1.14,1.821,22.334,0.029277393,29277.39348
7 eDNA Pres I,D11,Ethanol,-20,1 month,4,Kit,4,9,27265.4146,27265.4146,1.839,28.055,1.14,1.821,22.334,0.028146385,28146.38519
4 eDNA Pres_LM_Troubleshooting,C7,Ethanol,4,1 month,4,Kit,1,1,34018.47184,34018.47184,1.816,28.435,1.14,1.818,22.232,0.028976309,28976.30852
4 eDNA Pres_LM_Troubleshooting,C8,Ethanol,4,1 month,4,Kit,1,2,33309.39263,33309.39263,1.785,28.422,1.14,1.818,22.232,0.047130416,47130.41553
4 eDNA Pres_LM_Troubleshooting,C9,Ethanol,4,1 month,4,Kit,1,3,31546.09725,31546.09725,1.825,28.563,1.14,1.818,22.232,0.023178753,23178.75266
4 eDNA Pres_LM_Troubleshooting,C10,Ethanol,4,1 month,4,Kit,1,4,33742.33097,33742.33097,1.804,28.409,1.14,1.818,22.232,0.035532421,35532.42072
4 eDNA Pres_LM_Troubleshooting,C11,Ethanol,4,1 month,4,Kit,1,5,35407.57298,35407.57298,1.817,28.364,1.14,1.818,22.232,0.029489882,29489.88159
4 eDNA Pres_LM_Troubleshooting,D7,Ethanol,4,1 month,4,Kit,1,6,35318.50129,35318.50129,1.774,28.296,1.14,1.818,22.232,0.060888397,60888.39741
4 eDNA Pres_LM_Troubleshooting,D8,Ethanol,4,1 month,4,Kit,1,7,35192.03141,35192.03141,1.801,28.342,1.14,1.818,22.232,0.038641326,38641.32626
4 eDNA Pres_LM_Troubleshooting,D9,Ethanol,4,1 month,4,Kit,1,8,36079.37694,36079.37694,1.8,28.306,1.14,1.818,22.232,0.040265107,40265.10719
4 eDNA Pres_LM_Troubleshooting,D10,Ethanol,4,1 month,4,Kit,1,9,36669.92858,36669.92858,1.805,28.288,1.14,1.818,22.232,0.03740424,37404.23961
6 eDNA Pres I,C7,Ethanol,4,1 month,4,Kit,2,1,36276.23245,36276.23245,1.795,27.747,1.14,1.785,22.548,0.048158192,48158.19156
6 eDNA Pres I,D7,Ethanol,4,1 month,4,Kit,2,2,35817.85783,35817.85783,1.804,27.86,1.14,1.785,22.548,0.039011022,39011.02236
6 eDNA Pres I,D8,Ethanol,4,1 month,4,Kit,2,3,42768.9217,42768.9217,1.863,27.613,1.14,1.785,22.548,0.018612797,18612.79745
6 eDNA Pres I,D9,Ethanol,4,1 month,4,Kit,2,4,42019.63171,42019.63171,1.839,27.61,1.14,1.785,22.548,0.026464929,26464.9294
6 eDNA Pres I,D10,Ethanol,4,1 month,4,Kit,2,5,40198.2218,40198.2218,1.771,27.596,1.14,1.785,22.548,0.075436934,75436.93367
6 eDNA Pres I,E7,Ethanol,4,1 month,4,Kit,2,6,35576.45902,35576.45902,1.782,27.816,1.14,1.785,22.548,0.056116786,56116.78626
6 eDNA Pres I,E8,Ethanol,4,1 month,4,Kit,2,7,40624.13424,40624.13424,1.814,27.613,1.14,1.785,22.548,0.039031447,39031.44733
6 eDNA Pres I,E9,Ethanol,4,1 month,4,Kit,2,8,41097.28709,41097.28709,1.83,27.631,1.14,1.785,22.548,0.030304924,30304.9242
6 eDNA Pres I,E10,Ethanol,4,1 month,4,Kit,2,9,45718.96419,45718.96419,1.794,27.385,1.14,1.785,22.548,0.060105296,60105.29635
7 eDNA Pres I,A10,Ethanol,4,1 month,4,Kit,3,1,34033.20909,34033.20909,1.857,27.721,1.14,1.821,22.334,0.026238101,26238.10086
